,hs300,zz500,zz1000,cyb,kc50,hongli
2016-06-01,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-02,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-03,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-06,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-07,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-08,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-13,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-14,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-15,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-16,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-17,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-20,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-21,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-22,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-23,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-24,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-27,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-28,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-29,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-06-30,0.048175819567833615,0.07785885137792174,0.0927436768457447,0.062493764857749996,,0.05938648770756513
2016-07-01,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-04,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-05,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-06,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-07,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-08,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-11,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-12,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-13,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-14,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-15,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-18,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-19,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-20,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-21,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-22,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-25,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-26,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-27,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-28,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-07-29,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-01,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-02,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-03,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-04,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-05,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-08,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-09,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-10,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-11,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-12,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-15,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-16,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-17,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-18,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-19,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-22,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-23,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-24,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-25,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-26,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-29,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-30,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-08-31,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-01,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-02,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-05,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-06,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-07,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-08,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-09,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-12,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-13,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-14,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-19,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-20,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-21,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-22,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-23,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-26,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-27,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-28,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-29,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-09-30,0.05556465304488097,0.07568214093689922,0.09577217033267672,0.06559960084526746,,0.07380271937459126
2016-10-10,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-11,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-12,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-13,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-14,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-17,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-18,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-19,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-20,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-21,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-24,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-25,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-26,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-27,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-28,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-10-31,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-01,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-02,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-03,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-04,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-07,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-08,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-09,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-10,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-11,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-14,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-15,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-16,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-17,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-18,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-21,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-22,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-23,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-24,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-25,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-28,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-29,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-11-30,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-01,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-02,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-05,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-06,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-07,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-08,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-09,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-12,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-13,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-14,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-15,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-16,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-19,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-20,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-21,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-22,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-23,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-26,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-27,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-28,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-29,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2016-12-30,0.05435358405336519,0.0590699126172025,0.08834186308811909,0.061201690929746456,,0.06692582843732027
2017-01-03,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-04,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-05,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-06,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-09,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-10,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-11,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-12,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-13,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-16,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-17,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-18,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-19,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-20,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-23,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-24,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-25,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-01-26,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-03,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-06,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-07,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-08,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-09,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-10,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-13,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-14,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-15,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-16,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-17,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-20,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-21,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-22,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-23,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-24,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-27,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-02-28,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-01,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-02,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-03,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-06,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-07,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-08,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-09,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-10,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-13,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-14,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-15,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-16,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-17,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-20,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-21,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-22,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-23,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-24,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-27,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-28,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-29,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-30,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-03-31,0.03526770367926295,0.056106567856404,0.0938852114927741,0.05962520542834451,,0.0485873617732147
2017-04-05,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-06,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-07,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-10,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-11,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-12,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-13,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-14,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-17,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-18,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-19,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-20,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-21,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-24,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-25,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-26,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-27,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-04-28,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-02,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-03,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-04,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-05,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-08,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-09,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-10,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-11,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-12,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-15,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-16,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-17,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-18,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-19,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-22,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-23,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-24,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-25,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-26,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-05-31,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-01,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-02,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-05,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-06,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-07,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-08,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-09,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-12,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-13,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-14,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-15,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-16,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-19,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-20,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-21,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-22,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-23,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-26,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-27,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-28,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-29,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-06-30,0.011886231659932169,0.045207098188579736,0.10356210873050187,0.05933873639689488,,0.022384187402059753
2017-07-03,0.03975010104342483,0.054627473684650804,0.11268828184830997,0.04698322463727665,,0.04316638620176301
